,name,cmp,p/e,mar_cap,div_yld_%,np_qtr,qtr_profit_%,sales_qtr,qtr_saeles_%,roce_%,pat_ann
1278,Pudumjee Paper,103.51,10.03,982.87,0.46,37.4,247.91,205.31,12.37,28.4,98.14
1279,Kellton Tech,100.85,15.32,982.31,0.0,23.93,357.55,247.84,2.11,16.17,64.01
1280,NDR Auto Compon.,825.0,25.32,981.1,0.46,11.61,16.57,176.05,35.15,19.51,38.71
1281,Andhra Petrochem,115.45,15.54,981.03,1.73,43.93,629.73,278.46,71.42,15.36,63.36
1282,MKVentures Cap.,2550.0,46.48,980.05,0.04,5.87,13.32,8.41,-19.68,20.57,21.08
1283,Kotyark Indust.,952.4,44.01,978.99,0.52,11.44,29.48,143.76,-25.59,52.82,22.24
1284,Gandhi Spl. Tube,805.0,17.59,978.26,1.47,13.36,27.72,39.45,13.69,36.25,55.58
1285,Deccan Cements,697.6,20.09,977.18,0.52,3.01,78.48,223.24,13.93,7.5,48.64
1286,Algoquant Fin,1214.0,99.54,975.57,0.0,4.76,178.16,21.28,7500.0,22.11,9.8
1287,Repro India,680.95,80.44,973.57,0.0,3.07,-39.33,127.15,5.04,6.03,12.1
1288,Global Surfaces,228.65,51.83,969.05,0.0,10.83,82.96,108.62,174.29,6.58,18.7
1289,Electrotherm(I),758.0,3.05,965.91,0.0,104.03,33.32,1217.57,17.85,40.17,317.33
1290,Jayant Agro Org.,320.55,18.19,961.65,1.52,17.88,22.06,626.05,3.2,12.18,52.77
1291,Bodal Chemicals,76.4,148.51,961.04,0.13,2.04,-27.4,393.59,1.03,3.13,6.47
1292,Kriti Industries,192.5,43.55,954.77,0.11,3.6,-77.63,194.62,3.33,19.2,21.93
1293,Ugar Sugar Works,84.4,44.91,949.49,0.57,17.36,-73.4,368.17,-39.49,10.84,21.14
1294,Z F Steering,1043.95,19.84,946.82,0.47,10.7,2.0,124.13,-0.8,11.9,47.72
1295,Newtime Infra.,18.0,586.77,944.7,0.0,7.82,155.76,3.23,546.0,1.97,1.61
1296,TGV Sraac,88.14,29.61,943.87,1.09,7.17,-127.09,368.0,-30.41,5.01,31.9
1297,NINtec Systems,508.0,67.06,943.68,0.0,4.67,143.23,19.31,85.49,67.66,14.07
1298,Adit.Birla Money,166.5,17.75,940.86,0.0,16.46,123.34,114.06,73.05,12.54,52.97
1299,Sr.Rayala.Hypo,545.0,10.59,935.48,0.73,20.98,-65.1,165.17,-62.05,15.7,88.45
1300,Permanent Magnet,1087.65,46.39,935.38,0.13,2.51,,53.6,,,20.2
1301,Moneyboxx Fin.,306.0,102.12,933.04,0.0,4.12,880.95,42.3,127.42,11.46,9.14
1302,Danlaw Tech.,1913.0,41.93,931.77,0.0,6.62,178.15,61.52,27.5,40.21,22.23
1303,S T C,154.95,19.89,929.7,0.0,14.16,97.05,0.0,,,46.73
1304,3B Blackbio,1079.3,28.91,926.32,0.23,8.79,69.36,23.0,27.0,20.95,32.1
1305,Drone Destinatio,380.05,130.43,923.55,0.0,6.69,,26.35,,51.46,7.08
1306,Chemcon Special.,252.0,48.1,923.11,1.58,2.9,-72.3,59.59,-24.65,5.72,19.19
1307,Ambika Cotton,1608.45,14.63,920.85,2.18,16.09,-11.25,205.79,10.51,11.87,62.98
1308,SBC Exports,29.0,98.06,920.6,0.12,3.28,26.64,62.62,-3.47,28.72,9.39
1309,Elin Electronics,185.0,66.27,918.69,0.52,3.54,121.25,277.83,3.39,5.12,13.87
1310,Gloster Ltd,835.0,37.53,913.77,5.4,7.68,-8.13,184.98,3.75,3.29,24.35
1311,HP Adhesives,99.3,44.69,912.29,0.0,5.61,44.22,59.35,2.58,18.11,20.41
1312,Suraj Products,798.0,31.45,909.7,0.22,5.82,-23.52,92.09,-10.3,25.99,28.93
1313,Heubach Colorant,394.1,22.11,909.64,0.0,5.84,-36.73,204.91,14.06,12.49,41.14
1314,TAAL Enterprises,2915.0,24.46,908.43,0.77,10.01,47.64,46.49,4.54,34.44,37.15
1315,Giriraj Civil,379.05,89.6,906.71,0.0,8.52,,93.02,,19.75,10.12
1316,VLS Finance,260.3,2.82,905.73,0.58,74.06,570.82,98.08,755.61,14.09,324.33
1317,J.G.Chemicals,231.0,28.16,905.19,0.0,13.6,15.74,181.36,-6.64,13.8,32.15
1318,Onward Technolog,400.6,26.62,904.53,0.76,6.68,-7.73,118.44,-2.41,21.83,33.92
1319,Cheviot Company,1503.05,13.03,904.38,0.33,14.93,8.9,122.84,-8.89,14.04,69.39
1320,Chemfab Alka.,634.55,30.07,902.73,0.19,6.56,-58.59,82.3,12.28,11.19,29.99
1321,Jagsonpal Pharma,339.7,40.0,898.09,1.48,3.55,-36.61,43.49,-21.57,16.99,22.46
1322,Dharmaj Crop,265.4,20.24,896.96,0.0,-3.39,-371.2,116.07,68.73,14.42,44.38
1323,Davangere Sugar,9.52,73.2,895.7,0.0,4.55,-46.91,63.57,-27.87,6.86,12.24
1324,Shivalik Rasayan,574.0,54.62,893.12,0.09,4.6,3.93,71.23,13.19,5.8,16.36
1325,Indl.& Prud.Inv.,5328.0,18.05,892.89,1.13,12.12,-10.22,0.58,-10.77,7.23,49.46
1326,U P Hotels,1649.0,27.97,890.46,0.0,13.2,50.68,48.1,14.85,31.09,31.82
1327,Ceinsys Tech,544.9,25.44,890.36,0.37,11.61,-45.31,78.27,7.29,21.82,35.0
1328,Radiant Cash,82.96,19.46,885.22,3.63,8.99,-42.15,97.29,8.47,23.12,45.44
1329,Zodiac Energy,604.8,80.68,885.03,0.0,5.69,253.42,106.63,71.71,22.52,10.97
1330,Oswal Green Tech,34.46,138.93,884.97,4.31,3.34,-38.03,25.45,397.07,0.45,6.37
1331,Tracxn Technolo.,85.15,136.06,884.3,0.0,1.43,-94.16,20.32,-0.1,13.29,6.5
1332,DE Nora India,1660.1,46.37,881.52,0.12,5.66,-54.06,16.18,-41.44,22.79,19.01
1333,Sarveshwar Foods,9.0,52.51,880.92,0.0,4.14,128.73,247.32,90.52,11.42,16.76
1334,Indo Amines,124.4,20.54,879.5,0.39,9.12,-46.76,253.24,7.96,17.11,42.81
1335,Munjal Auto Inds,87.91,19.31,879.1,2.21,36.3,409.55,406.33,-15.84,14.77,45.44
1336,Integra Engg.,255.6,60.46,878.34,0.0,2.7,-43.4,33.38,-6.58,22.73,14.52
1337,DigiSpice Tech.,37.62,54.09,874.51,0.0,37.53,398.27,106.09,-1.1,11.29,16.14
1338,Linc,587.45,25.59,873.7,0.86,11.45,-7.14,138.46,0.85,23.91,34.11
1339,Foods & Inns,149.7,23.74,872.28,0.16,5.23,-65.41,345.22,3.75,15.13,36.72
1340,Bajaj Healthcare,315.9,30.48,871.81,0.31,-29.92,10.58,133.9,-13.11,8.22,28.65
1341,Vilas Transcore,355.35,43.69,869.91,0.0,,,,,21.87,19.91
1342,Rushil Decor,324.0,19.92,859.96,0.16,9.0,-33.63,233.43,9.12,11.63,43.11
1343,Veljan Denison,1900.0,41.98,855.0,0.35,5.55,127.46,33.43,24.97,14.17,20.37
1344,Voith Paper,1947.0,23.56,854.72,0.35,7.41,-24.62,44.99,5.64,14.71,36.29
1345,Arrow Greentech,563.45,28.98,850.12,0.16,10.03,-21.46,50.62,5.15,35.17,29.33
1346,Vikas Lifecare,4.98,45.85,847.69,0.0,-2.03,109.79,131.54,11.38,5.86,18.49
1347,Australian Prem,428.0,137.37,844.85,0.0,3.55,,68.52,,50.96,6.15
1348,Zuari Agro Chem.,200.05,8.45,841.44,0.0,77.36,-71.19,897.67,-32.96,11.13,99.81
1349,Morganite Crucib,1495.0,32.52,837.18,1.87,0.7,36.68,39.9,17.42,28.17,25.74
1350,Rajapalayam Mill,906.0,49.19,835.35,0.11,8.29,-72.28,223.33,0.91,0.97,16.98
1351,Jaykay Enter.,142.7,97.1,834.2,0.0,4.89,345.73,30.03,190.43,6.9,8.59
1352,Speciality Rest.,173.2,28.36,833.05,1.43,3.38,-94.4,96.19,9.92,11.44,29.39
1353,Lokesh Mach.,449.5,60.01,831.48,0.0,4.69,58.45,80.34,19.91,11.42,13.85
1354,Forbes & Co,644.0,38.47,830.75,0.0,3.39,3866.67,87.08,673.36,11.6,21.59
1355,Hampton Sky,30.29,61.76,830.64,0.0,20.23,275.16,83.54,490.39,15.45,13.45
1356,Hexa Tradex,149.5,8.95,825.99,0.0,-1.47,73.89,-3.63,-1030.77,3.87,92.29
1357,Chembond Chem.,611.85,18.51,822.86,0.49,6.7,-34.25,121.83,-0.16,17.44,44.32
1358,Bharat Parenter.,1421.0,77.62,820.59,0.07,-2.56,-113.22,67.82,33.06,6.89,10.57
1359,Wealth First Por,769.15,19.34,819.47,0.37,13.59,1170.09,14.16,190.16,56.84,42.38
1360,T N Petro Prod.,91.0,13.4,818.73,1.62,12.29,6.33,437.7,-8.76,9.67,60.89
1361,GHCL Textiles,85.52,33.57,817.44,0.58,10.25,102600.0,286.15,,5.71,24.4
1362,S Chand & Compan,231.75,15.96,816.15,1.26,128.23,26.09,437.16,11.95,6.9,51.14
1363,Allied Digital,147.2,17.78,815.64,0.85,14.11,48.53,176.76,6.33,10.61,45.85
1364,Artemis Electri.,32.34,64.91,811.87,0.0,1.37,-43.62,13.97,-32.67,9.26,6.51
1365,KSE,2517.3,39.26,805.54,0.81,18.93,622.28,416.58,5.34,13.02,20.51
1366,Kothari Petroche,136.03,12.52,800.5,0.92,15.18,17.08,167.94,22.67,41.91,64.05
1367,Megatherm,423.9,38.56,798.66,0.0,13.13,,159.38,,36.15,20.72
1368,Bedmutha Indus.,246.7,38.02,795.94,0.0,6.75,57.34,229.46,20.13,13.87,20.94
1369,IM+ Capitals,802.5,8.63,794.61,0.0,12.23,-13.15,139.62,151.3,26.35,92.21
1370,OnMobile Global,74.6,51.94,792.35,0.0,-0.68,-119.41,122.68,-4.31,4.66,15.24
1371,Pondy Oxides,678.0,19.92,788.2,0.74,12.3,-13.56,355.71,-18.15,16.08,39.52
1372,DMCC Speciality,316.0,68.13,788.08,0.0,5.78,-13.47,83.95,-13.01,10.81,11.57
1373,Sarla Performanc,93.9,23.91,784.05,0.0,11.42,37966.67,105.84,51.68,9.19,32.72
1374,Oriental Carbon,781.1,16.94,780.3,1.79,15.21,12.51,123.88,1.3,9.75,46.14
1375,Arfin India,46.1,94.6,777.81,0.0,2.18,-15.83,136.8,-9.93,13.59,8.22
1376,Bajaj Steel Inds,1494.0,13.19,776.87,0.2,22.55,57.25,173.89,43.54,23.66,59.02
1377,N R Agarwal Inds,455.45,6.17,775.14,0.0,15.66,-21.23,247.24,-36.02,13.86,125.46
1378,Haldyn Glass,143.6,31.4,771.84,0.49,6.76,3.05,84.21,14.09,15.37,24.57
1379,Jindal Poly Inve,734.2,2.62,771.65,0.0,98.49,-38.62,13.78,-98.48,11.82,295.57
1380,Basilic Fly Stud,331.85,21.32,771.22,0.0,17.27,,50.73,,146.95,36.2
1381,Arihant Capital,73.73,10.96,767.59,0.57,24.66,1164.62,63.73,117.51,28.52,70.5
1382,Nectar Lifesci.,34.19,153.63,766.71,0.0,0.59,-83.97,441.38,13.52,5.98,4.99
1383,Vinyl Chemicals,417.45,35.03,765.48,1.61,7.53,3.15,168.27,57.36,25.72,21.84
1384,W S Inds.,151.6,16.07,762.94,0.0,16.64,1785.45,89.12,75.78,25.18,47.5
1385,Nandan Denim,52.82,16.94,761.4,0.0,27.11,882.25,579.12,26.68,11.7,44.97
1386,High Energy Bat.,846.4,42.34,758.71,0.36,4.7,-32.57,19.87,-35.67,27.93,17.91
1387,Brand Concepts,680.0,69.06,757.03,0.15,1.07,-47.03,58.11,39.45,25.05,10.96
1388,Hindustan Media,102.76,101.59,757.02,0.0,11.1,-13.57,188.05,-0.04,0.24,7.45
1389,GeeCee Vent.,360.95,20.27,754.84,0.59,17.9,261.55,63.14,1358.2,7.18,37.22
1390,T B Z,112.9,13.85,753.36,1.59,12.61,7.5,506.51,8.98,10.33,54.43
1391,The Invest.Trust,143.75,40.44,750.98,0.0,4.58,-72.99,86.49,10.32,6.6,18.57
1392,Birla Cable,249.5,33.3,748.5,0.98,1.46,-88.73,174.72,-28.77,11.6,22.49
1393,Maan Aluminium,138.0,22.78,746.38,0.53,7.28,-49.65,237.4,-9.69,24.94,32.75
1394,Emami Paper,123.35,8.83,746.28,1.29,27.19,341.26,484.47,-12.28,11.28,84.3
1395,Rane Brake Lin.,963.3,18.06,744.62,3.13,15.39,35.44,186.22,12.95,20.51,41.18
1396,Mindteck (India),292.6,27.22,743.65,0.34,6.48,19.78,97.9,10.32,16.41,27.31
1397,Mold-Tek Technol,260.05,26.72,742.87,1.34,6.42,-36.5,42.24,-0.75,31.29,27.85
1398,Hindustan Motors,35.6,29.19,742.8,0.0,16.1,6608.33,1.88,,200.79,25.42
1399,Macfos,786.0,68.35,740.16,0.0,7.0,,72.15,,,10.83
1400,Wim Plast,614.0,13.23,737.0,1.38,16.28,30.24,98.09,8.36,15.79,55.73
1401,Albert David,1289.0,9.81,736.05,0.72,12.91,246.11,89.06,9.38,27.76,75.42
1402,Finkurve Fin.,58.0,45.79,735.78,0.0,4.89,116.37,23.35,35.05,11.22,16.07
1403,Ruby Mills,220.0,16.56,735.69,0.54,16.2,46.47,73.49,-4.51,7.47,44.54
1404,Bhageria Indust.,168.5,37.53,735.44,0.57,7.18,43.6,182.94,26.1,5.25,19.62
1405,Nitta Gelatin,809.05,8.91,734.59,0.91,13.43,-17.0,130.4,-10.45,34.82,82.64
1406,Ashima,38.27,7.62,733.51,0.0,95.82,1717.06,146.25,283.25,18.98,96.38
1407,Sukhjit Starch,467.7,14.61,730.65,1.7,11.88,-19.73,369.92,-5.45,12.56,49.96
1408,Laxmi Goldorna,349.5,76.7,729.49,0.0,5.45,1514.71,127.28,379.76,21.35,9.51
1409,Aimtron,355.8,84.16,726.32,0.0,,,,,32.66,8.63
1410,Apex Frozen Food,232.3,49.76,725.97,1.04,-0.36,91.04,161.64,-23.7,5.0,14.6
1411,D P Wires,463.0,19.75,717.67,0.23,9.82,-34.79,208.67,-46.11,24.57,36.32
1412,STEL Holdings,386.65,53.79,713.77,0.0,9.96,3.11,13.48,2.2,1.53,13.27
1413,Shankar Lal Ram.,111.25,109.79,711.64,0.05,1.75,60.55,77.04,-12.16,9.01,6.48
1414,Goa Carbon,773.85,8.24,708.03,2.24,9.36,76.94,178.46,-43.53,23.46,85.5
1415,Remedium Life,70.24,21.66,708.01,0.0,-53.72,-1023.85,1408.49,1763.58,99.5,32.73
1416,Veefin Solutions,313.1,95.65,706.75,0.0,6.41,,15.92,,22.29,7.39
1417,Atmastco Ltd,285.35,43.17,705.81,0.0,10.09,,147.84,,27.74,16.35
1418,Dhunseri Invest.,1155.0,14.41,704.21,0.21,-3.9,-123.97,278.37,96.56,4.89,48.86
1419,ADC India,1529.45,34.01,703.53,0.28,6.94,926.19,44.11,27.78,45.23,20.69
1420,Jindal Photo,683.95,2.63,701.76,0.0,96.15,85.22,18.98,143.96,12.15,265.55
1421,MMP Industries,276.1,22.18,701.38,0.35,10.01,45.28,160.17,11.6,13.43,31.64
1422,Menon Bearings,125.0,27.26,700.49,1.77,6.47,-29.52,52.18,-3.14,22.95,25.69
1423,Career Point,385.0,12.26,700.42,0.81,14.29,187.42,25.65,3.3,14.02,57.07
1424,Saraswati Commer,6798.95,6.74,700.23,0.0,22.37,228.49,30.06,269.93,21.84,103.91
1425,Radhika Jeweltec,59.3,14.15,699.73,0.34,11.46,114.21,153.59,54.25,24.58,49.53
1426,Nicco Parks,149.5,28.28,699.67,1.12,4.94,35.34,18.32,-3.02,40.06,24.76
1427,TPL Plastech,88.8,34.92,692.64,0.64,6.07,59.32,82.73,14.76,19.3,19.85
1428,Sreeleathers,299.0,25.81,692.36,0.0,4.78,-28.97,49.6,2.71,9.29,26.85
1429,A.K.Capital Serv,1048.75,7.57,692.16,1.13,30.21,22.05,146.73,26.2,9.46,91.71
1430,Plastiblends (I),266.15,20.04,691.7,1.49,10.74,23.59,198.91,0.47,11.62,34.53
1431,Balaxi Pharma,125.2,22.02,691.2,0.0,10.93,22.22,59.83,-25.84,20.65,31.4
1432,Sakar Healthcare,316.45,58.96,688.28,0.0,3.12,-20.61,43.06,5.93,7.53,11.67
1433,Stovec Inds.,3287.9,60.54,687.18,3.52,4.75,93.88,59.96,35.05,7.36,9.06
1434,Lotus Chocolate,534.05,396.37,685.7,0.0,1.18,,65.82,,,1.73
1435,Wise Travel,287.95,29.51,685.69,0.0,11.88,,220.71,,51.91,23.22
1436,Donear Inds.,131.75,19.76,685.1,0.15,15.91,86.52,242.6,13.39,14.57,34.71
1437,Prime Securities,204.0,36.88,684.35,0.47,1.65,-51.9,12.82,5.78,16.54,18.56
1438,Black Rose Indus,134.15,32.21,684.2,0.41,5.7,214.92,115.36,3.77,21.06,21.23
1439,Sunshield Chem.,930.3,36.3,684.05,0.22,5.99,78.81,85.53,28.69,22.22,18.84
1440,Ind-Swift Labs.,115.75,4.62,683.96,0.0,238.82,93.79,393.33,29.28,19.76,148.1
1441,AVG Logistics,513.35,31.27,683.95,0.21,23.25,28.57,136.82,21.22,14.62,21.84
1442,Hind.Composites,462.4,19.86,682.92,0.45,7.97,-16.11,78.57,0.76,4.46,34.41
1443,Affordable Robo.,605.0,112.11,680.39,0.0,11.06,,107.42,,12.65,6.07
1444,Race Eco,413.75,433.03,679.87,0.0,0.11,-75.0,85.17,-7.74,11.32,1.57
1445,Virtuoso Optoel.,297.6,67.11,679.69,0.0,6.62,,292.65,,18.89,10.13
1446,Balaji Telefilms,66.59,34.92,676.09,0.0,-2.61,-136.25,135.11,-6.52,8.58,19.38
1447,Artson Engg.,183.1,111.76,676.0,0.0,1.32,113.25,24.88,-15.09,23.21,6.05
1448,S J Logistics (I,466.45,29.87,675.57,0.0,13.3,,167.77,,33.13,22.61
1449,Tara Chand Infra,477.1,41.83,674.84,0.0,6.3,226.42,46.49,19.7,17.18,16.13
1450,Intellivate Capi,50.25,140.86,674.7,0.0,1.22,-60.77,37.22,2.08,11.66,4.79
1451,Vintage Coffee,64.39,56.29,674.16,0.08,4.3,204.96,42.39,127.78,8.85,11.98
1452,20 Microns,190.45,11.72,672.0,0.62,13.66,46.67,212.34,22.54,21.64,57.2
1453,Remsons Ind,963.2,49.3,671.9,0.15,5.15,101.18,81.0,5.97,15.4,13.63
1454,Spel Semiconduct,145.55,319.62,671.27,0.0,-4.26,45.65,2.28,2.7,8.75,5.82
1455,Bright Outdoor,460.0,41.73,669.24,0.0,11.84,131.92,65.44,27.97,16.66,16.04
1456,ABS Marine,271.7,27.47,667.09,0.0,,,,,20.01,24.25
1457,Advani Hotels.,72.1,26.75,666.45,3.3,10.59,-3.11,32.57,7.0,48.61,24.96
1458,Haz.Multi Proj.,355.35,10.4,663.05,0.8,53.94,,463.93,,,63.77
1459,Viceroy Hotels,104.91,118.96,662.59,0.0,2.42,,41.19,28.04,2.48,5.57
1460,SKM Egg Prod.,251.2,7.78,661.47,1.0,10.05,-66.17,162.28,-13.07,35.18,85.4
1461,Ritco Logistics,270.15,19.38,661.23,0.0,9.14,46.47,251.88,28.03,16.99,34.09
1462,Uravi T & Wedge,600.0,309.83,660.01,0.0,0.55,252.78,11.08,50.54,9.86,2.13
1463,FCS Software,3.86,120.62,659.89,0.0,-1.13,13875.0,9.6,15.8,3.13,5.47
1464,Vikas Ecotech,3.73,99.8,659.72,0.0,2.06,15.08,59.7,-12.63,4.51,6.61
1465,Sh.Pushkar Chem.,207.9,17.74,657.53,0.69,13.09,2.19,190.77,5.8,9.15,37.06
1466,TRF,596.0,16.56,655.6,0.0,6.3,-52.67,38.0,-2.29,14.72,39.58
1467,Manaksia,99.5,6.7,652.25,6.03,15.12,-22.76,114.63,-62.5,16.06,97.53
1468,Mallcom (India),1041.85,17.91,650.12,0.28,11.81,20.88,122.36,8.54,17.29,36.32
1469,Munjal Showa,162.0,20.34,647.92,2.77,7.82,-39.57,294.29,-1.53,5.71,31.84
1470,Pratham EPC,364.45,64.41,647.26,0.0,4.81,,34.53,,47.9,10.05
1471,Orient Ceratech,53.91,46.32,644.95,0.44,3.72,-30.08,84.42,4.03,7.05,13.93
1472,Cons. Finvest,199.27,13.88,644.93,0.0,16.32,-94.63,6.06,-98.5,6.56,46.46
1473,Jay Jalaram Tech,575.15,128.81,640.14,0.0,4.21,,322.66,,22.35,4.97
1474,TAC Infosec,609.1,100.84,638.31,0.0,4.4,,6.6,,80.97,6.33
1475,Liberty Shoes,374.25,43.29,637.75,0.68,4.98,5088.24,169.64,2.15,9.45,14.73
1476,Valiant Laborato,146.1,1867.07,634.81,0.0,-1.22,-115.58,30.58,-65.99,-0.29,0.34
1477,Supershakti Met.,550.0,47.27,633.89,0.18,7.65,,385.76,,8.34,13.41
1478,Pavna Industries,520.1,59.96,633.51,0.19,2.93,-44.05,81.45,-3.17,13.19,10.56
1479,Supreme Power,252.75,45.14,631.64,0.0,7.54,,58.87,,75.41,14.0
1480,Shree Tirupati,620.0,44.51,628.07,0.0,3.34,,85.64,,20.5,14.11
1481,RMC Switchgears,609.1,38.47,627.86,0.03,6.83,,85.21,,34.83,16.31
1482,Frontier Springs,1579.45,47.88,622.32,0.07,5.05,132.72,44.14,51.42,20.51,12.99
1483,Raj Television,119.6,766.52,620.89,0.0,0.99,-34.44,16.2,-58.12,2.26,0.81
1484,Iris Clothings,76.05,50.83,620.34,0.0,3.49,56.5,42.12,12.05,19.79,12.21
1485,Pyramid Technopl,168.4,21.11,619.47,0.0,7.29,-11.64,133.65,8.55,20.95,29.34
1486,Winsol,535.7,70.93,617.92,0.0,4.68,,41.72,,64.61,8.71
1487,Sheetal Cool,587.0,29.58,616.36,0.0,7.13,91.67,84.75,39.23,19.66,20.84
1488,Empire Inds.,1026.0,16.65,615.6,2.44,12.6,-7.15,152.01,-14.42,15.51,37.0
1489,Indian,502.4,69.6,614.08,0.0,,,,,40.62,8.82
1490,Ratnaveer Precis,126.6,19.76,613.98,0.0,5.61,-38.69,142.04,-5.83,12.85,31.05
1491,Mirza Internatio,44.07,50.58,609.04,0.0,1.19,-63.04,152.43,-5.25,4.95,12.04
1492,TVS Elec.,325.8,2250.48,607.66,0.61,0.57,-62.25,97.08,13.89,1.01,0.27
1493,Kamat Hotels,234.2,29.9,606.69,0.0,2.13,-95.08,84.51,4.98,17.71,20.3
1494,Nupur Recyclers,87.61,84.32,601.31,0.0,1.43,-12.27,44.42,125.03,12.85,7.13
1495,Concord Control,1004.2,46.06,600.71,0.0,6.98,,35.07,,74.16,13.04
1496,Khadim India,334.0,95.59,600.19,0.0,1.03,-75.99,143.64,-9.78,7.22,6.28
1497,Oswal Agro Mills,44.7,130.99,600.06,0.0,1.14,160.32,0.62,-97.32,0.48,4.58
1498,Medicamen Biotec,470.6,62.71,595.37,0.21,2.04,-45.89,47.32,22.37,7.76,9.49
1499,Accent Microcell,282.3,19.19,594.03,0.0,16.07,,138.63,,57.75,31.0
1500,Modern Insulator,124.45,16.05,586.7,0.0,16.23,29.22,140.21,14.21,9.12,36.49
1501,Axita Cotton,22.49,28.84,586.67,0.34,4.95,-11.61,221.03,80.98,37.9,20.34
1502,Aarti Surfactant,693.0,26.33,586.18,0.0,5.59,18.94,158.55,0.45,14.37,22.27
1503,PTL Enterprises,44.27,24.86,585.98,4.01,5.56,125.1,16.08,0.06,7.45,23.56
1504,Sinclairs Hotels,113.9,28.45,583.87,0.91,5.32,30.39,14.82,10.51,20.62,20.54
1505,Nahar Poly,237.0,102.6,582.74,0.64,0.92,-76.94,153.1,2.88,-0.04,5.68
1506,Prevest Denpro,483.0,35.98,579.73,0.22,4.66,-8.81,16.24,17.94,26.53,16.12
1507,Sealmatic India,640.0,58.79,579.18,0.17,3.26,,34.0,,16.62,9.85
1508,Sh. Jagdamba Pol,661.0,17.93,578.9,0.08,7.84,32.21,109.99,66.53,21.12,32.27
1509,Gretex Corporate,502.5,19.87,578.66,0.1,18.13,-5.96,83.24,1077.37,59.89,29.1
1510,Mazda,1430.15,18.14,572.77,0.99,9.37,-11.85,57.55,-13.98,21.23,31.52
1511,Music Broadcast,16.51,83.46,570.77,0.0,2.97,485.71,62.63,21.82,3.62,6.84
1512,Kwality Pharma,547.35,19.65,567.92,0.0,4.23,7.21,91.98,33.69,15.93,28.91
1513,Kronox Lab,153.0,34.24,567.71,0.0,,,,,50.68,16.61
1514,Precot,471.0,45.36,565.2,0.0,12.14,179.33,259.51,9.04,6.4,12.47
1515,Pashupati Cotsp.,369.8,68.1,565.2,0.2,8.08,,395.39,,9.9,8.3
1516,Taylormade Renew,508.95,53.19,564.57,0.0,2.56,,20.79,,67.14,10.61
1517,Nova Agritech,61.0,19.9,564.39,0.0,8.28,2.6,70.77,-3.28,21.79,28.31
1518,Kriti Nutrients,112.4,12.43,563.11,0.26,8.75,55.42,172.27,-4.92,34.28,45.26
1519,TruCap Finance,48.12,48.03,562.44,0.02,5.85,446.73,41.19,26.16,11.64,11.71
1520,Nahar Indl. Ent.,130.1,50.19,562.12,0.0,19.67,30.5,372.72,-6.35,3.09,11.2
1521,Deep Energy,175.65,413.31,562.08,0.0,0.56,409.09,0.0,-100.0,0.39,1.36
1522,XT Global Infot.,42.25,48.12,561.76,0.12,0.89,-68.44,50.42,-13.2,9.06,11.67
1523,Alankit,20.7,26.07,561.28,0.0,6.47,37.37,91.16,-38.48,10.5,21.56
1524,Vikram Thermo,178.0,22.0,558.14,0.28,4.93,26.09,31.47,3.9,30.77,25.38
1525,Bhartiya Intl.,455.0,2923.84,555.54,0.0,1.41,-97.42,179.66,22.4,5.47,0.19
1526,Addictive Learn,345.6,84.16,549.82,0.0,2.79,,32.98,,440.99,6.53
1527,All E Tech,271.15,27.82,547.56,0.36,5.53,67.55,30.41,27.93,23.85,19.69
1528,Genus Paper & Bo,21.18,157.37,544.62,0.0,0.47,376.47,184.42,-17.43,4.3,3.46
1529,Orient Bell,373.1,591.89,544.52,0.26,4.93,-22.24,208.33,3.99,0.91,0.92
1530,Cellecor Gadgets,259.15,33.81,543.36,0.0,9.07,,290.8,,84.01,16.09
1531,Kore Digital,1353.95,47.23,542.66,0.0,4.49,253.54,34.54,272.6,39.91,11.49
1532,R&B Denims,60.25,24.99,542.09,0.0,7.42,527.19,123.21,74.59,19.46,21.7
1533,Kritika Wires,20.32,51.99,541.05,0.0,5.06,81.36,133.47,43.93,15.97,10.4
1534,Shree Karni,764.8,36.77,540.86,0.0,13.36,,76.07,,,14.71
1535,Indo Borax & Ch.,167.8,13.84,538.43,0.59,11.44,-9.57,45.46,-18.73,19.05,38.98
1536,Intl. Conveyors,84.69,8.57,536.79,1.3,6.07,-22.87,25.96,-46.84,25.38,62.39
1537,Wanbury,163.55,17.56,535.6,0.0,33.63,414.29,139.41,4.84,58.06,30.58
1538,Shukra Pharma.,122.1,28.83,534.65,0.1,3.99,0.25,10.88,-76.48,44.25,18.54
1539,Bartronics India,17.55,252.12,534.53,0.0,1.98,396.1,12.41,2.99,3.74,2.12
1540,Annapurna Swadi.,303.8,37.56,534.41,0.0,7.65,,133.84,,29.18,14.22
1541,Nikhil Adhesives,115.6,40.1,531.11,0.17,3.76,3.58,148.02,-7.88,16.35,13.25
1542,DU Digital,76.0,654.36,530.03,0.0,0.75,,18.6,,12.44,0.81
1543,Phantom Digital,390.25,21.98,529.96,0.0,13.72,95.0,48.26,101.7,66.93,24.11
1544,Trust Fintech,222.3,42.37,529.63,0.0,5.22,,16.22,,61.57,12.5
1545,Singer India,86.25,117.3,527.75,0.0,2.33,832.0,113.48,-1.0,4.55,4.5
1546,Sayaji Hotels,299.95,36.63,525.45,0.0,8.01,42.78,33.76,-21.18,9.81,14.34
1547,Starlineps Enter,121.35,293.06,524.6,0.0,-0.2,-217.65,11.59,135.09,9.77,1.79
